"Id";"Entidad";"Origen_Solicitud";"Identificadores_Origen";"Entidad_Norm";"CIF";"CIF_validacion";"Centro";"Centro_Norm";"Tipo";"Provincia_Entidad";"Pais_Entidad";"Provincia_Centro";"PIC";"Tipo_Persona";"Entidad_Match";"Provincia_Match";"Match"
237;"AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)";"ACT_NAC";600487;"agencia estatal consejo superior de investigaciones cientificas csic";"Q2818002D";"1";"DPTO. BIODIVERSIDAD Y CONSERVACIÓN";"dpto biodiversidad y conservacion";"20501";"";"724,0000";"";"";"";"consejo superior de investigaciones cientificas csic";28;"NIF MCIN"
237;"AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)";"ACT_NAC";288666;"agencia estatal consejo superior de investigaciones cientificas csic";"Q2818002D";"1";"INSTITUTO DE LA GRASA (IG)";"instituto de la grasa ig";"20501";"";"724,0000";"";"";"";"consejo superior de investigaciones cientificas csic";28;"NIF MCIN"
1886;"FUNDACION PARC TAULI";"ACT_NAC";237506;"fundacion parc tauli";"G60331238";"1";"CORPORACION SANITARIA PARC TAULI";"corporacion sanitaria parc tauli";"29900";"";"724,0000";"";"";"";"fundacio parc tauli";8;"NIF MCIN"
642;"FUNDACION PRODINTEC";"ACT_NAC";10958;"fundacion prodintec";"G33914557";"1";"77";"77";"22001";"";"724,0000";"";"";"";"fundacion idonial";33;"NIF MCIN"
900;"UNIVERSIDAD DE NAVARRA";"ACT_NAC";207701;"universidad de navarra";"R3168001J";"1";"FACULTAD DE FARMACIA Y NUTRICION DE PAMPLONA";"facultad de farmacia y nutricion de pamplona";"20101";"";"724,0000";"";"";"";"universidad de navarra";31;"NIF MCIN"
656;"FUNDACION CENTRO TECNOLOGICO DE COMPONENTES";"ACT_NAC";726704;"fundacion centro tecnologico de componentes";"G39492947";"1";"FUNDACION CENTRO TECNOLOGICO DE COMPONENTES";"fundacion centro tecnologico de componentes";"22001";"";"724,0000";"";"";"";"centro tecnologico de componentes";39;"NIF MCIN"
836;"Universidad Autónoma de Madrid";"ACT_NAC";252910;"universidad autonoma de madrid";"Q2818013A";"1";"Facultad de Ciencias";"facultad de ciencias";"20101";"";"724,0000";"";"";"";"universidad autonoma de madrid";28;"NIF MCIN"
860;"UNIVERSIDAD MIGUEL HERNANDEZ DE ELCHE";"ACT_NAC";752020;"universidad miguel hernandez de elche";"Q5350015C";"1";"FACULTAD DE CIENCIAS EXPERIMENTALES";"facultad de ciencias experimentales";"20101";"";"724,0000";"";"";"";"universidad miguel hernandez de elche";3;"NIF MCIN"
880;"Universidad de Zaragoza";"ACT_NAC";290007;"universidad de zaragoza";"Q5018001G";"1";"77";"77";"20101";"";"724,0000";"";"";"";"universidad de zaragoza";50;"NIF MCIN"
832;"UNIVERSIDAD DE ALCALA";"ACT_NAC";416193;"universidad de alcala";"Q2818018J";"1";"CENTRO DE ALTA TECNOLOGIA Y HOMOLOGACION -CATECHOM-";"centro de alta tecnologia y homologacion catechom";"20101";"";"724,0000";"";"";"";"universidad de alcala";28;"NIF MCIN"
891;"UNIVERSIDAD EUROPEA MIGUEL DE CERVANTES, S.L.";"ACT_NAC";29387;"universidad europea miguel de cervantes s l";"B47511431";"1";"(en blanco)";"en blanco";"29999";"";"724,0000";"";"";"";"universidad europea miguel de cervantes";47;"NOMBRE MCIN"
1866;"Fundación para la Investigación Biomédica del Hospital Universitario Clínico San Carlos";"ACT_NAC";130975;"fundacion para la investigacion biomedica del hospital universitario clinico san carlos";"G83727115";"1";"INSTITUTO DE INVESTIGACION SANITARIA DEL HOSPITAL CLINICO SAN CARLOS (IdISSC)";"instituto de investigacion sanitaria del hospital clinico san carlos idissc";"29900";"";"724,0000";"";"";"";"fundacion para la investigacion biomedica hospital universitario clinico san carlos";28;"NIF MCIN"
4573;"GENBIOMA APLICACIONES SL";"ACT_NAC";484562;"genbioma aplicaciones sl";"B71377428";"1";"GENBIOMA APLICACIONES SL";"genbioma aplicaciones sl";"29999";"";"724,0000";"";"";"";"genbioma aplicaciones sl";31;"NIF MCIN"
861;"UNIVERSIDAD DE MURCIA";"ACT_NAC";752426;"universidad de murcia";"Q3018001B";"1";"FACULTAD DE QUIMICA";"facultad de quimica";"20101";"";"724,0000";"";"";"";"universidad de murcia";30;"NIF MCIN"
861;"UNIVERSIDAD DE MURCIA";"ACT_NAC";458313;"universidad de murcia";"Q3018001B";"1";"FACULTAD DE VETERINARIA";"facultad de veterinaria";"20101";"";"724,0000";"";"";"";"universidad de murcia";30;"NIF MCIN"
861;"UNIVERSIDAD DE MURCIA";"ACT_NAC";134283;"universidad de murcia";"Q3018001B";"1";"LAIB. IMIB (Instituto Murciano de Investigaciones Biomédicas)";"laib imib instituto murciano de investigaciones biomedicas";"20101";"";"724,0000";"";"";"";"universidad de murcia";30;"NIF MCIN"
883;"CENTRO DE ENSEÑANZA UNIVERSITARIA SEK, S. A.";"ACT_NAC";288992;"centro de ensenanza universitaria sek s a";"A79336947";"1";"CENTRO DE ENSEÑANZA UNIVERSITARIA SEK, S. A.";"centro de ensenanza universitaria sek s a";"20102";"";"724,0000";"";"";"";"universidad camilo jose cela";28;"NIF MCIN"
975;"FUNDACIO CENTRE DE REGULACIO GENOMICA";"ACT_NAC";322087;"fundacio centre de regulacio genomica";"G62426937";"1";"AGR-FUNDACIO PRIVADA CENTRE DE REGULACIO GENOMICA";"agr fundacio privada centre de regulacio genomica";"20510";"";"724,0000";"";"";"";"centre de regulacio genomica";8;"NIF MCIN"
237;"AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)";"ACT_NAC";566117;"agencia estatal consejo superior de investigaciones cientificas csic";"Q2818002D";"1";"INSTITUTO CAJAL (ACTUAL)";"instituto cajal actual";"20501";"";"724,0000";"";"";"";"consejo superior de investigaciones cientificas csic";28;"NIF MCIN"
870;"UNIVERSITAT POMPEU FABRA CCT";"ACT_NAC";447941;"universitat pompeu fabra cct";"Q5850017D";"1";"DPTO. DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES";"dpto de tecnologias de la informacion y las comunicaciones";"20101";"";"724,0000";"";"";"";"universidad pompeu fabra";8;"NIF MCIN"
237;"Agencia Estatal Consejo Superior de Investigaciones Científicas";"ACT_NAC";540810;"agencia estatal consejo superior de investigaciones cientificas";"Q2818002D";"1";"77";"77";"20501";"";"724,0000";"";"";"";"consejo superior de investigaciones cientificas csic";28;"NIF MCIN"
875;"UNIVERSIDADE DE SANTIAGO DE COMPOSTELA";"ACT_NAC";460343;"universidade de santiago de compostela";"Q1518001A";"1";"ESCUELA POLITECNICA SUPERIOR. LUGO";"escuela politecnica superior lugo";"20101";"";"724,0000";"";"";"";"universidad de santiago de compostela";15;"NIF MCIN"
1873;"FUNDACION INSTITUTO DE INVESTIGACION MARQUES DE VALDECILLA (IDIVAL)";"ACT_NAC";31590;"fundacion instituto de investigacion marques de valdecilla idival";"G39788773";"1";"SERVICIO CANTABRO DE SALUD";"servicio cantabro de salud";"20502";"";"724,0000";"";"";"";"fundacion instituto de investigacion marques de valdecilla";39;"NIF MCIN"
258;"FUNDACION IMDEA NETWORKS";"ACT_NAC";647006;"fundacion imdea networks";"G84912708";"1";"AGR-FUNDACION IMDEA NETWORKS";"agr fundacion imdea networks";"29999";"";"724,0000";"";"";"";"fundacion imdea networks";28;"NIF MCIN"
849;"Universitat de les Illes Balears";"ACT_NAC";578763;"universitat de les illes balears";"Q0718001A";"1";"Universitat de les Illes Balears";"universitat de les illes balears";"20101";"";"724,0000";"";"";"";"universitat de les illes balears";7;"NIF MCIN"
859;"UNIVERSIDAD DE MALAGA";"ACT_NAC";341928;"universidad de malaga";"Q2918001E";"1";"77";"77";"20101";"";"724,0000";"";"";"";"universidad de malaga";29;"NIF MCIN"
1861;"Fundación para la Investigación Biomédica del Hospital Universitario 12 de Octubre";"ACT_NAC";30929;"fundacion para la investigacion biomedica del hospital universitario 12 de octubre";"G83727016";"1";"HOSPITAL 12 DE OCTUBRE";"hospital 12 de octubre";"29900";"";"724,0000";"";"";"";"fundacion para la investigacion biomedica del hospital universitario doce de octubre";28;"NIF MCIN"
237;"AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)";"ACT_NAC";546317;"agencia estatal consejo superior de investigaciones cientificas csic";"Q2818002D";"1";"INSTITUTO DE CIENCIA Y TECNOLOGIA DE POLIMEROS (ICTP)";"instituto de ciencia y tecnologia de polimeros ictp";"20501";"";"724,0000";"";"";"";"consejo superior de investigaciones cientificas csic";28;"NIF MCIN"
880;"Universidad de Zaragoza";"ACT_NAC";257572;"universidad de zaragoza";"Q5018001G";"1";"Universidad de Zaragoza";"universidad de zaragoza";"20101";"";"724,0000";"";"";"";"universidad de zaragoza";50;"NIF MCIN"
1850;"INSTITUTO DE INVESTIGACIONES BIOMEDICAS AUGUST PI I SUNYER (IDIBAPS)";"ACT_NAC";131139;"instituto de investigaciones biomedicas august pi i sunyer idibaps";"Q5856414G";"1";"INSTITUTO DE INVESTIGACIONES BIOMEDICAS AUGUST PI I SUNYER (IDIBAPS)";"instituto de investigaciones biomedicas august pi i sunyer idibaps";"20502";"";"724,0000";"";"";"";"consorci institut d investigacions biomediques august pi i sunyer";8;"NIF MCIN"
837;"UNIVERSIDAD DE BARCELONA";"ACT_NAC";478127;"universidad de barcelona";"Q0818001J";"1";"DEPARTAMENT D'HISTÒRIA I ARQUEOLOGIA";"departament d historia i arqueologia";"20101";"";"724,0000";"";"";"";"universitat de barcelona";8;"NIF MCIN"
876;"Universidad de Sevilla";"ACT_NAC";740121;"universidad de sevilla";"Q4118001I";"1";"Facultad de Biología";"facultad de biologia";"20101";"";"724,0000";"";"";"";"universidad de sevilla";41;"NIF MCIN"
1990;"FUNDACION PARA LA INVESTIGACION MEDICA A";"ACT_NAC";587823;"fundacion para la investigacion medica a";"G82198524";"1";"77";"77";"20502";"";"724,0000";"";"";"";"fundacion para la investigacion medica aplicada";31;"NIF MCIN"
869;"UNIVERSITAT POLITÈCNICA DE VALÈNCIA";"ACT_NAC";331526;"universitat politecnica de valencia";"Q4618002B";"1";"77";"77";"20101";"";"724,0000";"";"";"";"universitat politecnica de valencia";46;"NIF MCIN"
878;"Universidad de Valladolid";"ACT_NAC";347037;"universidad de valladolid";"Q4718001C";"1";"Facultad de Ciencias";"facultad de ciencias";"20101";"";"724,0000";"";"";"";"universidad de valladolid";47;"NIF MCIN"
1861;"FUNDACION INVESTIGACION BIOMEDICA HOSPITAL 12 DE OCTUBRE";"ACT_NAC";207974;"fundacion investigacion biomedica hospital 12 de octubre";"G83727016";"1";"INSTITUTO DE INVESTIGACION HOSPITAL 12 DE OCTUBRE (i+12)";"instituto de investigacion hospital 12 de octubre i 12";"20502";"";"724,0000";"";"";"";"fundacion para la investigacion biomedica del hospital universitario doce de octubre";28;"NIF MCIN"
251;"CENTRO DE INVESTIGACION ENERGETICA MEDIOAMBIENTAL Y TECNOLOGICA (CIEMAT)";"ACT_NAC";705813;"centro de investigacion energetica medioambiental y tecnologica ciemat";"Q2820002J";"1";"DPTO. DE MEDIO AMBIENTE";"dpto de medio ambiente";"20501";"";"724,0000";"";"";"";"centro de investigaciones energeticas medioambientales y tecnologicas ciemat";28;"NIF MCIN"
2683;"GROUPIEST SOCIAL SOCIEDAD LIMITADA";"ACT_NAC";597310;"groupiest social sociedad limitada";"B65679383";"1";"GROUPIEST SOCIAL SOCIEDAD LIMITADA";"groupiest social sociedad limitada";"29999";"";"724,0000";"";"";"";"groupiest social sociedad limitada";8;"NIF MCIN"
664;"INSTITUTO TECNOLOGICO DE LA ENERGIA";"ACT_NAC";180349;"instituto tecnologico de la energia";"G96316476";"1";"ITE, INSTITUTO TECNOLOGICO DE LA ENERGIA";"ite instituto tecnologico de la energia";"22001";"";"724,0000";"";"";"";"instituto tecnologico de la energia";46;"NIF MCIN"
833;"UNIVERSIDAD DE ALICANTE";"ACT_NAC";547445;"universidad de alicante";"Q0332001G";"1";"UNIVERSIDAD DE ALICANTE";"universidad de alicante";"20101";"";"724,0000";"";"";"";"universidad de alicante";3;"NIF MCIN"
843;"Universidad Complutense de Madrid";"ACT_NAC";542796;"universidad complutense de madrid";"Q2818014I";"1";"77";"77";"20101";"";"724,0000";"";"";"";"universidad complutense de madrid";28;"NIF MCIN"
879;"Universidad de Vigo";"ACT_NAC";347745;"universidad de vigo";"Q8650002B";"1";"Facultad de Ciencias Jurídicas y del Tra";"facultad de ciencias juridicas y del tra";"20101";"";"724,0000";"";"";"";"universidad de vigo";36;"NIF MCIN"
989;"FUNDACION IMDEA NANOCIENCIA";"ACT_NAC";751171;"fundacion imdea nanociencia";"G84909068";"1";"INSTITUTO MADRILEÑO DE ESTUDIOS AVANZADOS EN NANOCIENCIA";"instituto madrileno de estudios avanzados en nanociencia";"20507";"";"724,0000";"";"";"";"fundacion imdea nanociencia";28;"NIF MCIN"
1858;"Fundación Instituto de Investigación Sanitaria de la Fundación Jiménez Díaz";"ACT_NAC";91252;"fundacion instituto de investigacion sanitaria de la fundacion jimenez diaz";"G85874949";"1";"77";"77";"20502";"";"724,0000";"";"";"";"fundacion instituto de investigacion sanitaria fundacion jimenez diaz";28;"NIF MCIN"
290;"ACHUCARRO BASQUE CENTER FOR NEUROSCIENCE FUNDAZIOA";"ACT_NAC";24659;"achucarro basque center for neuroscience fundazioa";"G95686051";"1";"FUNDACION ACHUCARRO BASQUE CENTER FOR NEUROSCIENCE FUNDAZIOA";"fundacion achucarro basque center for neuroscience fundazioa";"20510";"";"724,0000";"";"";"";"achucarro basque center for neuroscience";48;"NIF MCIN"
835;"UNIVERSIDAD AUTONOMA DE BARCELONA";"ACT_NAC";476872;"universidad autonoma de barcelona";"Q0818002H";"1";"UNIVERSIDAD AUTONOMA DE BARCELONA";"universidad autonoma de barcelona";"20101";"";"724,0000";"";"";"";"universidad autonoma de barcelona";8;"NIF MCIN"
854;"UNIVERSIDAD DE LA LAGUNA";"ACT_NAC";455715;"universidad de la laguna";"Q3818001D";"1";"DEPARTAMENTO DE GEOGRAFÍA E HISTORIA";"departamento de geografia e historia";"20101";"";"724,0000";"";"";"";"universidad de la laguna";38;"NIF MCIN"
835;"UNIVERSIDAD AUTONOMA DE BARCELONA";"ACT_NAC";710309;"universidad autonoma de barcelona";"Q0818002H";"1";"FACULTAD DE CIENCIAS";"facultad de ciencias";"20101";"";"724,0000";"";"";"";"universidad autonoma de barcelona";8;"NIF MCIN"
869;"UNIVERSITAT POLITÈCNICA DE VALÈNCIA";"ACT_NAC";137428;"universitat politecnica de valencia";"Q4618002B";"1";"CENTRO DE TECNOLOGIA NANOFOTONICA";"centro de tecnologia nanofotonica";"29999";"";"724,0000";"";"";"";"universitat politecnica de valencia";46;"NIF MCIN"
870;"UNIVERSIDAD POMPEU FABRA";"ACT_NAC";82251;"universidad pompeu fabra";"Q5850017D";"1";"DPTO. CIENCIAS EXPERIMENTALES Y DE LA SALUD";"dpto ciencias experimentales y de la salud";"20101";"";"724,0000";"";"";"";"universidad pompeu fabra";8;"NIF MCIN"
876;"Universidad de Sevilla";"ACT_NAC";344582;"universidad de sevilla";"Q4118001I";"1";"Escuela Técnica Superior de Arquitectura";"escuela tecnica superior de arquitectura";"20101";"";"724,0000";"";"";"";"universidad de sevilla";41;"NIF MCIN"
879;"UNIVERSIDAD DE VIGO";"ACT_NAC";265675;"universidad de vigo";"Q8650002B";"1";"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES";"escuela tecnica superior de ingenieros industriales";"20101";"";"724,0000";"";"";"";"universidad de vigo";36;"NIF MCIN"
836;"UNIVERSIDAD AUTONOMA DE MADRID";"ACT_NAC";601410;"universidad autonoma de madrid";"Q2818013A";"1";"CENTRO DE BIOLOGIA MOLECULAR SEVERO OCHOA (CBM)";"centro de biologia molecular severo ochoa cbm";"20101";"";"724,0000";"";"";"";"universidad autonoma de madrid";28;"NIF MCIN"
843;"82-UNIVERSIDAD COMPLUTENSE DE MADRID";"ACT_NAC";701576;"82 universidad complutense de madrid";"Q2818014I";"1";"Informatica";"informatica";"29900";"";"724,0000";"";"";"";"universidad complutense de madrid";28;"NIF MCIN"
1010;"BARCELONA SUPERCOMPUTING CENTER   CENTRO NACIONAL DE SUPERCOMPUTACION";"ACT_NAC";288127;"barcelona supercomputing center centro nacional de supercomputacion";"S0800099D";"1";"BARCELONA SUPERCOMPUTING CENTER - CENTRO. NACIONAL DE SUPERCOMPUTACION";"barcelona supercomputing center centro nacional de supercomputacion";"29999";"";"724,0000";"";"";"";"consorcio barcelona supercomputing center centro nacional de supercomputacion";8;"NIF MCIN"
1041;"Instituto Geográfico Nacional";"ACT_NAC";337967;"instituto geografico nacional";"S2811003I";"1";"Instituto Geográfico Nacional";"instituto geografico nacional";"29900";"";"724,0000";"";"";"";"instituto geografico nacional";28;"NIF MCIN"
2508;"S.A.T. Nº 10025 PALMERAL";"ACT_NAC";293210;"s a t no 10025 palmeral";"V06665475";"1";"Asociación Empresarial de Investigación Centro Tecnológico Nacional Agroalimentario ""Extremadura"" (CTAEX)";"asociacion empresarial de investigacion centro tecnologico nacional agroalimentario extremadura ctaex";"29900";"";"724,0000";"";"";"";"s a t no 10025 palmeral";6;"NIF MCIN"
867;"UNIVERSITAT POLITECNICA DE CATALUNYA";"ACT_NAC";286250;"universitat politecnica de catalunya";"Q0818003F";"1";"DPTO. INGENIERIA SISTEMAS, AUTOMATICA E INFORMAT. INDUSTRIAL";"dpto ingenieria sistemas automatica e informat industrial";"20101";"";"724,0000";"";"";"";"universidad politecnica de catalunya";8;"NIF MCIN"
868;"UNIVERSIDAD POLITECNICA DE MADRID";"ACT_NAC";478362;"universidad politecnica de madrid";"Q2818015F";"1";"CENTRO DE BIOTECNOLOGIA Y GENOMICA DE PLANTAS (CBGP)";"centro de biotecnologia y genomica de plantas cbgp";"20101";"";"724,0000";"";"";"";"universidad politecnica de madrid";28;"NIF MCIN"
869;"UNIVERSITAT POLITÈCNICA DE VALÈNCIA";"ACT_NAC";457421;"universitat politecnica de valencia";"Q4618002B";"1";"77";"77";"20101";"";"724,0000";"";"";"";"universitat politecnica de valencia";46;"NIF MCIN"
237;"AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)";"ACT_NAC";730386;"agencia estatal consejo superior de investigaciones cientificas csic";"Q2818002D";"1";"INSTITUTO DE AGROQUIMICA Y TECNOLOGIA DE ALIMENTOS (IATA)";"instituto de agroquimica y tecnologia de alimentos iata";"20501";"";"724,0000";"";"";"";"consejo superior de investigaciones cientificas csic";28;"NIF MCIN"
2389;"GALAICONTROL, S.L.";"ACT_NAC";728419;"galaicontrol s l";"B36651487";"1";"GALAICONTROL, S.L.";"galaicontrol s l";"29999";"";"724,0000";"";"";"";"galaicontrol s l";36;"NIF MCIN"
838;"Universidad de Burgos";"ACT_NAC";251346;"universidad de burgos";"Q0968272E";"1";"Escuela Politécnica Superior";"escuela politecnica superior";"20101";"";"724,0000";"";"";"";"universidad de burgos";9;"NIF MCIN"
843;"UNIVERSIDAD COMPLUTENSE DE MADRID";"ACT_NAC";486688;"universidad complutense de madrid";"Q2818014I";"1";"CENTRO DE ASISTENCIA A LA INVESTIGACIÓN DE RMN Y RSE";"centro de asistencia a la investigacion de rmn y rse";"20101";"";"724,0000";"";"";"";"universidad complutense de madrid";28;"NIF MCIN"
873;"UNIVERSITAT ROVIRA I VIRGILI";"ACT_NAC";563031;"universitat rovira i virgili";"Q9350003A";"1";"FACULTAD DE LETRAS";"facultad de letras";"20101";"";"724,0000";"";"";"";"universidad rovira i virgili";43;"NIF MCIN"
876;"UNIVERSIDAD DE SEVILLA";"ACT_NAC";617355;"universidad de sevilla";"Q4118001I";"1";"DPTO. GEOGRAFIA FISICA Y ANALISIS GEOGRAFICO REGIONAL";"dpto geografia fisica y analisis geografico regional";"20101";"";"724,0000";"";"";"";"universidad de sevilla";41;"NIF MCIN"
237;"AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)";"ACT_NAC";729889;"agencia estatal consejo superior de investigaciones cientificas csic";"Q2818002D";"1";"CSIC-INSTITUTO DE AGROBIOTECNOLOGIA";"csic instituto de agrobiotecnologia";"20501";"";"724,0000";"";"";"";"consejo superior de investigaciones cientificas csic";28;"NIF MCIN"
3223;"SEEKETING SL";"ACT_NAC";597606;"seeketing sl";"B47685490";"1";"SEEKETING SL";"seeketing sl";"29999";"";"724,0000";"";"";"";"seeketing sl";28;"NIF MCIN"
3455;"STEMTEK THERAPEUTICS, SL";"ACT_NAC";298178;"stemtek therapeutics sl";"B95732905";"1";"STEMTEK THERAPEUTICS, SL";"stemtek therapeutics sl";"29999";"";"724,0000";"";"";"";"stemtek therapeutics sl";48;"NIF MCIN"
6837;"CONSEJERÍA DE EDUCACIÓN MURCIA";"ACT_NAC";699611;"consejeria de educacion murcia";"S3018001B";"1";"INFANTE D.JUAN MANUEL";"infante d juan manuel";"20507";"";"724,0000";"";"";"";"consejeria de educacion murcia";30;"Alta nueva"
843;"UNIVERSIDAD COMPLUTENSE DE MADRID";"ACT_NAC";92115;"universidad complutense de madrid";"Q2818014I";"1";"77";"77";"20101";"";"724,0000";"";"";"";"universidad complutense de madrid";28;"NIF MCIN"
877;"Universitat de València";"ACT_NAC";181342;"universitat de valencia";"Q4618001D";"1";"77";"77";"20101";"";"724,0000";"";"";"";"universitat de valencia";46;"NIF MCIN"
840;"UNIVERSIDAD DE CANTABRIA";"ACT_NAC";135823;"universidad de cantabria";"Q3918001C";"1";"INGENIERIAS QUIMICA Y BIOMOLECULAR";"ingenierias quimica y biomolecular";"29999";"";"724,0000";"";"";"";"universidad de cantabria";39;"NIF MCIN"
863;"Universidad de Oviedo";"ACT_NAC";345667;"universidad de oviedo";"Q3318001I";"1";"Facultad de Economía y Empresa";"facultad de economia y empresa";"20101";"";"724,0000";"";"";"";"universidad de oviedo";33;"NIF MCIN"
868;"UNIVERSIDAD POLITECNICA DE MADRID";"ACT_NAC";285081;"universidad politecnica de madrid";"Q2818015F";"1";"ESCUELA TECNICA SUPERIOR DE INGENIEROS DE MONTES";"escuela tecnica superior de ingenieros de montes";"20101";"";"724,0000";"";"";"";"universidad politecnica de madrid";28;"NIF MCIN"
869;"UA";"ACT_NAC";400184;"ua";"Q4618002B";"1";"UA";"ua";"20101";"";"724,0000";"";"";"";"universitat politecnica de valencia";46;"NIF MCIN"
873;"UNIVERSITAT ROVIRA I VIRGILI";"ACT_NAC";567342;"universitat rovira i virgili";"Q9350003A";"1";"ESCUELA TECNICA SUPERIOR DE INGENIERIA";"escuela tecnica superior de ingenieria";"20101";"";"724,0000";"";"";"";"universidad rovira i virgili";43;"NIF MCIN"
237;"AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)";"ACT_NAC";274677;"agencia estatal consejo superior de investigaciones cientificas csic";"Q2818002D";"1";"INSTITUTO DE PRODUCTOS NATURALES Y AGROBIOLOGIA (IPNA)";"instituto de productos naturales y agrobiologia ipna";"20501";"";"724,0000";"";"";"";"consejo superior de investigaciones cientificas csic";28;"NIF MCIN"
3517;"MIRET Y COMPAÑIA SA";"ACT_NAC";725509;"miret y compania sa";"A08116949";"1";"MIRET Y COMPAÑIA SA";"miret y compania sa";"29999";"";"724,0000";"";"";"";"miret y compania sa";8;"NIF MCIN"
844;"UNIVERSIDAD DE CÓRDOBA";"ACT_NAC";697535;"universidad de cordoba";"Q1418001B";"1";"Facultad de Filosofía y Letras";"facultad de filosofia y letras";"20101";"";"724,0000";"";"";"";"universidad de cordoba";14;"NIF MCIN"
867;"Universidad Politécnica de Catalunya";"ACT_NAC";348928;"universidad politecnica de catalunya";"Q0818003F";"1";"Facultad de Matemáticas y Estadística";"facultad de matematicas y estadistica";"20101";"";"724,0000";"";"";"";"universidad politecnica de catalunya";8;"NIF MCIN"
867;"UNIVERSITAT POLITECNICA DE CATALUNYA";"ACT_NAC";599633;"universitat politecnica de catalunya";"Q0818003F";"1";"SECCION DEP. INGENIERIA ELECTRICA";"seccion dep ingenieria electrica";"20101";"";"724,0000";"";"";"";"universidad politecnica de catalunya";8;"NIF MCIN"
876;"UNIVERSIDAD DE SEVILLA";"ACT_NAC";460217;"universidad de sevilla";"Q4118001I";"1";"DPTO. DE LENGUAJES Y SISTEMAS INFORMATICOS";"dpto de lenguajes y sistemas informaticos";"20101";"";"724,0000";"";"";"";"universidad de sevilla";41;"NIF MCIN"
880;"Universidad de Zaragoza";"ACT_NAC";345588;"universidad de zaragoza";"Q5018001G";"1";"Facultad de Medicina";"facultad de medicina";"20101";"";"724,0000";"";"";"";"universidad de zaragoza";50;"NIF MCIN"
834;"Universidad de Almería";"ACT_NAC";346680;"universidad de almeria";"Q5450008G";"1";"77";"77";"20101";"";"724,0000";"";"";"";"universidad de almeria";4;"NIF MCIN"
847;"UNIVERSIDAD DE GRANADA";"ACT_NAC";477063;"universidad de granada";"Q1818002F";"1";"INSTITUTO INTERUNIVERSITARIO DE INVESTIGACION DEL SISTEMA TIERRA";"instituto interuniversitario de investigacion del sistema tierra";"20101";"";"724,0000";"";"";"";"universidad de granada";18;"NIF MCIN"
991;"INSTITUTO DE ASTROFISICA DE CANARIAS (IAC)";"ACT_NAC";415781;"instituto de astrofisica de canarias iac";"Q3811001A";"1";"AREA DE INSTRUMENTACION";"area de instrumentacion";"20501";"";"724,0000";"";"";"";"instituto de astrofisica de canarias iac";38;"NIF MCIN"
237;"AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)";"ACT_NAC";445107;"agencia estatal consejo superior de investigaciones cientificas csic";"Q2818002D";"1";"INSTITUTO DE LENGUA, LITERATURA Y ANTROPOLOGÍA (ILLA)";"instituto de lengua literatura y antropologia illa";"20501";"";"724,0000";"";"";"";"consejo superior de investigaciones cientificas csic";28;"NIF MCIN"
237;"AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)";"ACT_NAC";728056;"agencia estatal consejo superior de investigaciones cientificas csic";"Q2818002D";"1";"INSTITUTO DE MICROELECTRONICA DE BARCELONA - CENTRO NACIONAL DE MICROELECTRONICA (IMB-CNM)";"instituto de microelectronica de barcelona centro nacional de microelectronica imb cnm";"20501";"";"724,0000";"";"";"";"consejo superior de investigaciones cientificas csic";28;"NIF MCIN"
832;"UNIVERSIDAD DE ALCALA";"ACT_NAC";93310;"universidad de alcala";"Q2818018J";"1";"77";"77";"20101";"";"724,0000";"";"";"";"universidad de alcala";28;"NIF MCIN"
865;"UNIVERSIDAD DEL PAIS VASCO EUSKAL HERRIKO UNIBERTSITATEA";"ACT_NAC";435062;"universidad del pais vasco euskal herriko unibertsitatea";"Q4818001B";"1";"FACULTAD DE MEDICINA Y ODONTOLOGIA";"facultad de medicina y odontologia";"20101";"";"724,0000";"";"";"";"universidad del pais vasco euskal herriko unibertsitatea";48;"NIF MCIN"
874;"UNIVERSIDAD DE SALAMANCA";"ACT_NAC";621237;"universidad de salamanca";"Q3718001E";"1";"UNIVERSIDAD DE SALAMANCA";"universidad de salamanca";"20101";"";"724,0000";"";"";"";"universidad de salamanca";37;"NIF MCIN"
